Messung,Latenz_tz, Latenz_ns
1350, 81, 27.00
1351, 86, 28.67
1352, 86, 28.67
1353, 86, 28.67
1354, 82, 27.33
1355, 84, 28.00
1356, 80, 26.67
1357, 84, 28.00
1358, 86, 28.67
1359, 81, 27.00
1360, 85, 28.33
1361, 83, 27.67
1362, 81, 27.00
1363, 83, 27.67
1364, 85, 28.33
1365, 87, 29.00
1366, 83, 27.67
1367, 81, 27.00
1368, 83, 27.67
1369, 85, 28.33
1370, 83, 27.67
1371, 83, 27.67
1372, 85, 28.33
1373, 81, 27.00
1374, 86, 28.67
1375, 86, 28.67
1376, 82, 27.33
1377, 84, 28.00
1378, 82, 27.33
1379, 80, 26.67
1380, 86, 28.67
1381, 85, 28.33
1382, 81, 27.00
1383, 79, 26.33
1384, 81, 27.00
1385, 81, 27.00
1386, 87, 29.00
1387, 81, 27.00
1388, 83, 27.67
1389, 83, 27.67
1390, 85, 28.33
1391, 81, 27.00
1392, 81, 27.00
1393, 87, 29.00
1394, 85, 28.33
1395, 83, 27.67
1396, 81, 27.00
1397, 88, 29.33
1398, 82, 27.33
1399, 86, 28.67
1400, 84, 28.00
1401, 82, 27.33
1402, 84, 28.00
1403, 82, 27.33
1404, 83, 27.67
1405, 85, 28.33
1406, 81, 27.00
1407, 81, 27.00
1408, 87, 29.00
1409, 83, 27.67
1410, 83, 27.67
1411, 83, 27.67
1412, 85, 28.33
1413, 83, 27.67
1414, 81, 27.00
1415, 83, 27.67
1416, 83, 27.67
1417, 83, 27.67
1418, 81, 27.00
1419, 88, 29.33
1420, 82, 27.33
1421, 86, 28.67
1422, 86, 28.67
1423, 80, 26.67
1424, 84, 28.00
1425, 83, 27.67
1426, 85, 28.33
1427, 81, 27.00
1428, 81, 27.00
1429, 87, 29.00
1430, 87, 29.00
1431, 85, 28.33
1432, 83, 27.67
1433, 83, 27.67
1434, 81, 27.00
1435, 101, 33.67
1436, 87, 29.00
1437, 81, 27.00
1438, 85, 28.33
1439, 83, 27.67
1440, 83, 27.67
1441, 85, 28.33
1442, 87, 29.00
1443, 83, 27.67
1444, 85, 28.33
1445, 83, 27.67
1446, 82, 27.33
1447, 86, 28.67
1448, 82, 27.33
1449, 84, 28.00
1450, 82, 27.33
1451, 82, 27.33
1452, 82, 27.33
1453, 85, 28.33
1454, 81, 27.00
1455, 79, 26.33
1456, 89, 29.67
1457, 87, 29.00
1458, 83, 27.67
1459, 83, 27.67
1460, 85, 28.33
1461, 83, 27.67
1462, 83, 27.67
1463, 85, 28.33
1464, 87, 29.00
1465, 87, 29.00
1466, 87, 29.00
1467, 83, 27.67
1468, 81, 27.00
1469, 86, 28.67
1470, 86, 28.67
1471, 82, 27.33
1472, 84, 28.00
1473, 82, 27.33
1474, 80, 26.67
1475, 86, 28.67
1476, 85, 28.33
1477, 81, 27.00
1478, 79, 26.33
1479, 89, 29.67
1480, 87, 29.00
1481, 87, 29.00
1482, 81, 27.00
1483, 83, 27.67
1484, 83, 27.67
1485, 85, 28.33
1486, 87, 29.00
1487, 81, 27.00
1488, 81, 27.00
1489, 83, 27.67
1490, 85, 28.33
1491, 81, 27.00
1492, 86, 28.67
1493, 86, 28.67
1494, 84, 28.00
1495, 82, 27.33
1496, 80, 26.67
1497, 84, 28.00
1498, 84, 28.00
1499, 83, 27.67
1500, 85, 28.33
1501, 81, 27.00
1502, 81, 27.00
1503, 87, 29.00
1504, 87, 29.00
1505, 81, 27.00
1506, 83, 27.67
1507, 83, 27.67
1508, 81, 27.00
1509, 87, 29.00
1510, 81, 27.00
1511, 81, 27.00
1512, 83, 27.67
1513, 85, 28.33
1514, 83, 27.67
1515, 82, 27.33
1516, 86, 28.67
1517, 86, 28.67
1518, 86, 28.67
1519, 84, 28.00
1520, 80, 26.67
1521, 84, 28.00
1522, 86, 28.67
1523, 81, 27.00
1524, 81, 27.00
1525, 87, 29.00
1526, 83, 27.67
1527, 83, 27.67
1528, 81, 27.00
1529, 87, 29.00
1530, 85, 28.33
1531, 85, 28.33
1532, 83, 27.67
1533, 81, 27.00
1534, 81, 27.00
1535, 87, 29.00
1536, 85, 28.33
1537, 83, 27.67
1538, 81, 27.00
1539, 88, 29.33
1540, 84, 28.00
1541, 82, 27.33
1542, 84, 28.00
1543, 82, 27.33
1544, 80, 26.67
1545, 86, 28.67
1546, 85, 28.33
1547, 81, 27.00
1548, 79, 26.33
1549, 81, 27.00
1550, 81, 27.00
1551, 87, 29.00
1552, 85, 28.33
1553, 87, 29.00
1554, 83, 27.67
1555, 81, 27.00
1556, 83, 27.67
1557, 85, 28.33
1558, 87, 29.00
1559, 83, 27.67
1560, 85, 28.33
1561, 83, 27.67
1562, 81, 27.00
1563, 86, 28.67
1564, 86, 28.67
1565, 84, 28.00
1566, 82, 27.33
1567, 80, 26.67
1568, 84, 28.00
1569, 84, 28.00
1570, 86, 28.67
1571, 81, 27.00
1572, 81, 27.00
1573, 79, 26.33
1574, 81, 27.00
1575, 81, 27.00
1576, 83, 27.67
1577, 81, 27.00
1578, 87, 29.00
1579, 85, 28.33
1580, 83, 27.67
1581, 83, 27.67
1582, 85, 28.33
1583, 87, 29.00
1584, 87, 29.00
1585, 85, 28.33
1586, 83, 27.67
1587, 81, 27.00
1588, 86, 28.67
1589, 86, 28.67
1590, 84, 28.00
1591, 78, 26.00
1592, 82, 27.33
1593, 84, 28.00
1594, 84, 28.00
1595, 130, 43.33
1596, 85, 28.33
1597, 85, 28.33
1598, 85, 28.33
1599, 89, 29.67
1600, 89, 29.67
1601, 89, 29.67
1602, 87, 29.00
1603, 83, 27.67
1604, 88, 29.33
1605, 90, 30.00
1606, 86, 28.67
1607, 84, 28.00
1608, 86, 28.67
1609, 86, 28.67
1610, 84, 28.00
1611, 82, 27.33
1612, 88, 29.33
1613, 87, 29.00
1614, 83, 27.67
1615, 83, 27.67
1616, 83, 27.67
1617, 89, 29.67
1618, 85, 28.33
1619, 89, 29.67
1620, 89, 29.67
1621, 85, 28.33
1622, 85, 28.33
1623, 85, 28.33
1624, 89, 29.67
1625, 89, 29.67
1626, 89, 29.67
1627, 89, 29.67
1628, 85, 28.33
1629, 86, 28.67
1630, 84, 28.00
1631, 88, 29.33
1632, 88, 29.33
1633, 88, 29.33
1634, 82, 27.33
1635, 86, 28.67
1636, 86, 28.67
1637, 88, 29.33
1638, 83, 27.67
1639, 89, 29.67
1640, 89, 29.67
1641, 91, 30.33
1642, 87, 29.00
1643, 85, 28.33
1644, 85, 28.33
1645, 85, 28.33
1646, 87, 29.00
1647, 87, 29.00
1648, 89, 29.67
1649, 85, 28.33
1650, 85, 28.33
1651, 85, 28.33
1652, 87, 29.00
1653, 83, 27.67
1654, 88, 29.33
1655, 88, 29.33
1656, 86, 28.67
1657, 84, 28.00
1658, 82, 27.33
1659, 86, 28.67
1660, 86, 28.67
1661, 86, 28.67
1662, 88, 29.33
1663, 83, 27.67
1664, 81, 27.00
1665, 83, 27.67
1666, 83, 27.67
1667, 83, 27.67
1668, 85, 28.33
1669, 85, 28.33
1670, 85, 28.33
1671, 85, 28.33
1672, 87, 29.00
1673, 87, 29.00
1674, 83, 27.67
1675, 87, 29.00
1676, 89, 29.67
1677, 85, 28.33
1678, 87, 29.00
1679, 85, 28.33
1680, 84, 28.00
1681, 88, 29.33
1682, 88, 29.33
1683, 88, 29.33
1684, 88, 29.33
1685, 86, 28.67
1686, 84, 28.00
1687, 84, 28.00
1688, 86, 28.67
1689, 88, 29.33
1690, 83, 27.67
1691, 81, 27.00
1692, 83, 27.67
1693, 83, 27.67
1694, 89, 29.67
1695, 87, 29.00
1696, 89, 29.67
1697, 89, 29.67
1698, 87, 29.00
1699, 83, 27.67
1700, 87, 29.00
1701, 85, 28.33
1702, 83, 27.67
1703, 83, 27.67
1704, 85, 28.33
1705, 89, 29.67
1706, 85, 28.33
1707, 86, 28.67
1708, 86, 28.67
1709, 84, 28.00
1710, 90, 30.00
1711, 82, 27.33
1712, 84, 28.00
1713, 86, 28.67
1714, 86, 28.67
1715, 86, 28.67
1716, 88, 29.33
1717, 87, 29.00
1718, 87, 29.00
1719, 89, 29.67
1720, 89, 29.67
1721, 91, 30.33
1722, 89, 29.67
1723, 87, 29.00
1724, 89, 29.67
1725, 89, 29.67
1726, 87, 29.00
1727, 87, 29.00
1728, 87, 29.00
1729, 89, 29.67
1730, 89, 29.67
1731, 85, 28.33
1732, 85, 28.33
1733, 87, 29.00
1734, 83, 27.67
1735, 88, 29.33
1736, 88, 29.33
1737, 88, 29.33
1738, 88, 29.33
1739, 88, 29.33
1740, 86, 28.67
1741, 84, 28.00
1742, 82, 27.33
1743, 88, 29.33
1744, 87, 29.00
1745, 87, 29.00
1746, 89, 29.67
1747, 89, 29.67
1748, 91, 30.33
1749, 89, 29.67
1750, 87, 29.00
1751, 89, 29.67
1752, 89, 29.67
1753, 87, 29.00
1754, 87, 29.00
1755, 87, 29.00
1756, 83, 27.67
1757, 83, 27.67
1758, 85, 28.33
1759, 85, 28.33
1760, 87, 29.00
1761, 83, 27.67
1762, 88, 29.33
1763, 88, 29.33
1764, 88, 29.33
1765, 88, 29.33
1766, 88, 29.33
1767, 84, 28.00
1768, 86, 28.67
1769, 86, 28.67
1770, 86, 28.67
1771, 88, 29.33
1772, 83, 27.67
1773, 81, 27.00
1774, 83, 27.67
1775, 83, 27.67
1776, 83, 27.67
1777, 85, 28.33
1778, 85, 28.33
1779, 89, 29.67
1780, 85, 28.33
1781, 85, 28.33
1782, 89, 29.67
1783, 89, 29.67
1784, 89, 29.67
1785, 89, 29.67
1786, 89, 29.67
1787, 85, 28.33
1788, 83, 27.67
1789, 88, 29.33
1790, 88, 29.33
1791, 86, 28.67
1792, 84, 28.00
1793, 86, 28.67
1794, 86, 28.67
1795, 84, 28.00
1796, 84, 28.00
1797, 86, 28.67
1798, 87, 29.00
1799, 87, 29.00
1800, 89, 29.67
1801, 85, 28.33
1802, 83, 27.67
1803, 85, 28.33
1804, 85, 28.33
1805, 85, 28.33
1806, 85, 28.33
1807, 87, 29.00
1808, 85, 28.33
1809, 85, 28.33
1810, 83, 27.67
1811, 89, 29.67
1812, 89, 29.67
1813, 89, 29.67
1814, 83, 27.67
1815, 88, 29.33
1816, 88, 29.33
1817, 88, 29.33
1818, 84, 28.00
1819, 86, 28.67
1820, 82, 27.33
1821, 86, 28.67
1822, 86, 28.67
1823, 88, 29.33
1824, 83, 27.67
1825, 81, 27.00
1826, 83, 27.67
1827, 83, 27.67
1828, 83, 27.67
1829, 85, 28.33
1830, 85, 28.33
1831, 85, 28.33
1832, 85, 28.33
1833, 83, 27.67
1834, 85, 28.33
1835, 85, 28.33
1836, 83, 27.67
1837, 83, 27.67
1838, 85, 28.33
1839, 85, 28.33
1840, 85, 28.33
1841, 86, 28.67
1842, 84, 28.00
1843, 88, 29.33
1844, 88, 29.33
1845, 88, 29.33
1846, 84, 28.00
1847, 86, 28.67
1848, 86, 28.67
1849, 86, 28.67
1850, 88, 29.33
1851, 83, 27.67
1852, 81, 27.00
1853, 83, 27.67
1854, 91, 30.33
1855, 89, 29.67
1856, 87, 29.00
1857, 85, 28.33
1858, 85, 28.33
1859, 83, 27.67
1860, 87, 29.00
1861, 85, 28.33
1862, 83, 27.67
1863, 89, 29.67
1864, 89, 29.67
1865, 89, 29.67
1866, 85, 28.33
1867, 86, 28.67
1868, 86, 28.67
1869, 88, 29.33
1870, 84, 28.00
1871, 88, 29.33
1872, 84, 28.00
1873, 86, 28.67
1874, 84, 28.00
1875, 86, 28.67
1876, 87, 29.00
1877, 83, 27.67
1878, 83, 27.67
1879, 83, 27.67
1880, 83, 27.67
1881, 87, 29.00
1882, 89, 29.67
1883, 89, 29.67
1884, 85, 28.33
1885, 87, 29.00
1886, 85, 28.33
1887, 83, 27.67
1888, 83, 27.67
1889, 89, 29.67
1890, 87, 29.00
1891, 83, 27.67
1892, 88, 29.33
1893, 88, 29.33
1894, 86, 28.67
1895, 84, 28.00
1896, 86, 28.67
1897, 86, 28.67
1898, 82, 27.33
1899, 86, 28.67
1900, 88, 29.33
1901, 83, 27.67
1902, 81, 27.00
1903, 83, 27.67
1904, 91, 30.33
1905, 89, 29.67
1906, 87, 29.00
1907, 85, 28.33
1908, 85, 28.33
1909, 87, 29.00
1910, 87, 29.00
1911, 89, 29.67
1912, 89, 29.67
1913, 85, 28.33
1914, 85, 28.33
1915, 87, 29.00
1916, 83, 27.67
1917, 88, 29.33
1918, 88, 29.33
1919, 86, 28.67
1920, 82, 27.33
1921, 84, 28.00
1922, 86, 28.67
1923, 82, 27.33
1924, 88, 29.33
1925, 87, 29.00
1926, 83, 27.67
1927, 83, 27.67
1928, 83, 27.67
1929, 89, 29.67
1930, 83, 27.67
1931, 85, 28.33
1932, 87, 29.00
1933, 87, 29.00
1934, 87, 29.00
1935, 83, 27.67
1936, 83, 27.67
1937, 89, 29.67
1938, 89, 29.67
1939, 83, 27.67
1940, 88, 29.33
1941, 90, 30.00
1942, 86, 28.67
1943, 82, 27.33
1944, 84, 28.00
1945, 86, 28.67
1946, 86, 28.67
1947, 102, 34.00
1948, 88, 29.33
1949, 84, 28.00
1950, 82, 27.33
1951, 86, 28.67
1952, 86, 28.67
1953, 86, 28.67
1954, 88, 29.33
1955, 83, 27.67
1956, 89, 29.67
1957, 85, 28.33
1958, 83, 27.67
1959, 85, 28.33
1960, 85, 28.33
1961, 85, 28.33
1962, 87, 29.00
1963, 85, 28.33
1964, 85, 28.33
1965, 89, 29.67
1966, 85, 28.33
1967, 85, 28.33
1968, 85, 28.33
1969, 86, 28.67
1970, 84, 28.00
1971, 88, 29.33
1972, 88, 29.33
1973, 88, 29.33
1974, 82, 27.33
1975, 86, 28.67
1976, 86, 28.67
1977, 88, 29.33
1978, 87, 29.00
1979, 83, 27.67
1980, 89, 29.67
1981, 91, 30.33
1982, 87, 29.00
1983, 85, 28.33
1984, 89, 29.67
1985, 87, 29.00
1986, 85, 28.33
1987, 85, 28.33
1988, 83, 27.67
1989, 89, 29.67
1990, 85, 28.33
1991, 87, 29.00
1992, 83, 27.67
1993, 88, 29.33
1994, 84, 28.00
1995, 88, 29.33
1996, 88, 29.33
1997, 82, 27.33
1998, 86, 28.67
1999, 86, 28.67
2000, 88, 29.33
2001, 83, 27.67
2002, 89, 29.67
2003, 89, 29.67
2004, 91, 30.33
2005, 87, 29.00
2006, 85, 28.33
2007, 89, 29.67
2008, 87, 29.00
2009, 85, 28.33
2010, 85, 28.33
2011, 89, 29.67
2012, 89, 29.67
2013, 85, 28.33
2014, 85, 28.33
2015, 86, 28.67
2016, 86, 28.67
2017, 84, 28.00
2018, 88, 29.33
2019, 88, 29.33
2020, 82, 27.33
2021, 86, 28.67
2022, 86, 28.67
2023, 88, 29.33
2024, 83, 27.67
2025, 89, 29.67
2026, 85, 28.33
2027, 83, 27.67
2028, 87, 29.00
2029, 89, 29.67
2030, 85, 28.33
2031, 83, 27.67
2032, 85, 28.33
2033, 85, 28.33
2034, 89, 29.67
2035, 89, 29.67
2036, 85, 28.33
2037, 87, 29.00
2038, 86, 28.67
2039, 84, 28.00
2040, 88, 29.33
2041, 88, 29.33
2042, 82, 27.33
2043, 86, 28.67
2044, 82, 27.33
2045, 88, 29.33
2046, 83, 27.67
2047, 81, 27.00
2048, 83, 27.67
2049, 91, 30.33
2050, 87, 29.00
2051, 85, 28.33
2052, 89, 29.67
2053, 87, 29.00
2054, 85, 28.33
2055, 85, 28.33
2056, 83, 27.67
2057, 85, 28.33
2058, 85, 28.33
2059, 83, 27.67
2060, 88, 29.33
2061, 88, 29.33
2062, 88, 29.33
2063, 82, 27.33
2064, 84, 28.00
2065, 86, 28.67
2066, 82, 27.33
2067, 88, 29.33
2068, 83, 27.67
2069, 81, 27.00
2070, 89, 29.67
2071, 85, 28.33
2072, 85, 28.33
2073, 85, 28.33
2074, 89, 29.67
2075, 87, 29.00
2076, 85, 28.33
2077, 85, 28.33
2078, 89, 29.67
2079, 85, 28.33
2080, 85, 28.33
2081, 87, 29.00
2082, 86, 28.67
2083, 84, 28.00
2084, 88, 29.33
2085, 84, 28.00
2086, 82, 27.33
2087, 86, 28.67
2088, 84, 28.00
2089, 88, 29.33
2090, 87, 29.00
2091, 83, 27.67
2092, 83, 27.67
2093, 91, 30.33
2094, 89, 29.67
2095, 83, 27.67
2096, 85, 28.33
2097, 87, 29.00
2098, 85, 28.33
2099, 85, 28.33
2100, 83, 27.67
2101, 89, 29.67
2102, 85, 28.33
2103, 87, 29.00
2104, 86, 28.67
2105, 86, 28.67
2106, 88, 29.33
2107, 96, 32.00
2108, 83, 27.67
2109, 88, 29.33
2110, 84, 28.00
2111, 88, 29.33
2112, 88, 29.33
2113, 84, 28.00
2114, 86, 28.67
2115, 82, 27.33
2116, 88, 29.33
2117, 83, 27.67
2118, 81, 27.00
2119, 89, 29.67
2120, 91, 30.33
2121, 87, 29.00
2122, 85, 28.33
2123, 89, 29.67
2124, 87, 29.00
2125, 87, 29.00
2126, 87, 29.00
2127, 83, 27.67
2128, 83, 27.67
2129, 89, 29.67
2130, 87, 29.00
2131, 83, 27.67
2132, 88, 29.33
2133, 84, 28.00
2134, 88, 29.33
2135, 88, 29.33
2136, 84, 28.00
2137, 86, 28.67
2138, 86, 28.67
2139, 86, 28.67
2140, 88, 29.33
2141, 83, 27.67
2142, 81, 27.00
2143, 83, 27.67
2144, 91, 30.33
2145, 89, 29.67
2146, 87, 29.00
2147, 85, 28.33
2148, 85, 28.33
2149, 83, 27.67
2150, 87, 29.00
2151, 83, 27.67
2152, 83, 27.67
2153, 89, 29.67
2154, 89, 29.67
2155, 85, 28.33
2156, 84, 28.00
2157, 88, 29.33
2158, 88, 29.33
2159, 88, 29.33
2160, 88, 29.33
2161, 86, 28.67
2162, 82, 27.33
2163, 86, 28.67
2164, 85, 28.33
2165, 87, 29.00
2166, 85, 28.33
2167, 83, 27.67
2168, 83, 27.67
2169, 87, 29.00
2170, 89, 29.67
2171, 85, 28.33
2172, 83, 27.67
2173, 85, 28.33
2174, 89, 29.67
2175, 89, 29.67
2176, 85, 28.33
2177, 85, 28.33
2178, 85, 28.33
2179, 86, 28.67
2180, 84, 28.00
2181, 88, 29.33
2182, 88, 29.33
2183, 86, 28.67
2184, 86, 28.67
2185, 84, 28.00
2186, 82, 27.33
2187, 88, 29.33
2188, 87, 29.00
2189, 87, 29.00
2190, 85, 28.33
2191, 83, 27.67
2192, 83, 27.67
2193, 87, 29.00
2194, 89, 29.67
2195, 85, 28.33
2196, 83, 27.67
2197, 85, 28.33
2198, 85, 28.33
2199, 89, 29.67
2200, 89, 29.67
2201, 89, 29.67
2202, 89, 29.67
2203, 85, 28.33
2204, 84, 28.00
2205, 88, 29.33
2206, 88, 29.33
2207, 88, 29.33
2208, 86, 28.67
2209, 86, 28.67
2210, 82, 27.33
2211, 86, 28.67
2212, 88, 29.33
2213, 87, 29.00
2214, 87, 29.00
2215, 89, 29.67
2216, 85, 28.33
2217, 83, 27.67
2218, 85, 28.33
2219, 85, 28.33
2220, 85, 28.33
2221, 85, 28.33
2222, 87, 29.00
2223, 85, 28.33
2224, 83, 27.67
2225, 83, 27.67
2226, 85, 28.33
2227, 89, 29.67
2228, 85, 28.33
2229, 86, 28.67
2230, 84, 28.00
2231, 88, 29.33
2232, 88, 29.33
2233, 88, 29.33
2234, 86, 28.67
2235, 84, 28.00
2236, 84, 28.00
2237, 86, 28.67
2238, 88, 29.33
2239, 83, 27.67
2240, 89, 29.67
2241, 89, 29.67
2242, 85, 28.33
2243, 85, 28.33
2244, 85, 28.33
2245, 85, 28.33
2246, 87, 29.00
2247, 87, 29.00
2248, 87, 29.00
2249, 83, 27.67
2250, 83, 27.67
2251, 85, 28.33
2252, 85, 28.33
2253, 85, 28.33
2254, 84, 28.00
2255, 88, 29.33
2256, 88, 29.33
2257, 88, 29.33
2258, 88, 29.33
2259, 86, 28.67
2260, 84, 28.00
2261, 84, 28.00
2262, 86, 28.67
2263, 88, 29.33
2264, 83, 27.67
2265, 89, 29.67
2266, 89, 29.67
2267, 91, 30.33
2268, 89, 29.67
2269, 83, 27.67
2270, 85, 28.33
2271, 85, 28.33
2272, 83, 27.67
2273, 85, 28.33
2274, 85, 28.33
2275, 83, 27.67
2276, 83, 27.67
2277, 89, 29.67
2278, 87, 29.00
2279, 83, 27.67
2280, 88, 29.33
2281, 88, 29.33
2282, 88, 29.33
2283, 88, 29.33
2284, 88, 29.33
2285, 86, 28.67
2286, 84, 28.00
2287, 84, 28.00
2288, 86, 28.67
2289, 87, 29.00
2290, 87, 29.00
2291, 89, 29.67
2292, 89, 29.67
2293, 91, 30.33
2294, 89, 29.67
2295, 83, 27.67
2296, 85, 28.33
2297, 85, 28.33
2298, 83, 27.67
2299, 85, 28.33
2300, 85, 28.33
2301, 89, 29.67
2302, 89, 29.67
2303, 89, 29.67
2304, 89, 29.67
2305, 85, 28.33
2306, 86, 28.67
2307, 86, 28.67
2308, 84, 28.00
2309, 90, 30.00
2310, 82, 27.33
2311, 84, 28.00
2312, 86, 28.67
2313, 86, 28.67
2314, 86, 28.67
2315, 88, 29.33
2316, 83, 27.67
2317, 81, 27.00
2318, 83, 27.67
2319, 83, 27.67
2320, 89, 29.67
2321, 87, 29.00
2322, 89, 29.67
2323, 85, 28.33
2324, 85, 28.33
2325, 83, 27.67
2326, 85, 28.33
2327, 89, 29.67
2328, 89, 29.67
2329, 85, 28.33
2330, 85, 28.33
2331, 87, 29.00
2332, 86, 28.67
2333, 86, 28.67
2334, 88, 29.33
2335, 86, 28.67
2336, 84, 28.00
2337, 86, 28.67
2338, 86, 28.67
2339, 84, 28.00
2340, 84, 28.00
2341, 86, 28.67
2342, 88, 29.33
2343, 83, 27.67
2344, 81, 27.00
2345, 83, 27.67
2346, 83, 27.67
2347, 83, 27.67
2348, 85, 28.33
2349, 85, 28.33
2350, 85, 28.33
2351, 85, 28.33
2352, 83, 27.67
2353, 85, 28.33
2354, 85, 28.33
2355, 83, 27.67
2356, 83, 27.67
2357, 85, 28.33
2358, 85, 28.33
2359, 87, 29.00
2360, 83, 27.67
2361, 88, 29.33
2362, 90, 30.00
2363, 84, 28.00
2364, 88, 29.33
2365, 88, 29.33
2366, 86, 28.67
2367, 84, 28.00
2368, 82, 27.33
2369, 88, 29.33
2370, 87, 29.00
2371, 83, 27.67
2372, 83, 27.67
2373, 83, 27.67
2374, 83, 27.67
2375, 85, 28.33
2376, 85, 28.33
2377, 85, 28.33
2378, 85, 28.33
2379, 83, 27.67
2380, 85, 28.33
2381, 89, 29.67
2382, 89, 29.67
2383, 89, 29.67
2384, 89, 29.67
2385, 89, 29.67
2386, 85, 28.33
2387, 86, 28.67
2388, 86, 28.67
2389, 88, 29.33
2390, 86, 28.67
2391, 84, 28.00
2392, 82, 27.33
2393, 86, 28.67
2394, 86, 28.67
2395, 86, 28.67
2396, 88, 29.33
2397, 83, 27.67
2398, 81, 27.00
2399, 83, 27.67
2400, 83, 27.67
2401, 83, 27.67
2402, 85, 28.33
2403, 85, 28.33
2404, 85, 28.33
2405, 87, 29.00
2406, 87, 29.00
2407, 87, 29.00
2408, 89, 29.67
2409, 89, 29.67
2410, 89, 29.67
2411, 89, 29.67
2412, 87, 29.00
2413, 83, 27.67
2414, 88, 29.33
2415, 88, 29.33
2416, 88, 29.33
2417, 88, 29.33
2418, 86, 28.67
2419, 86, 28.67
2420, 84, 28.00
2421, 84, 28.00
2422, 86, 28.67
2423, 88, 29.33
2424, 83, 27.67
2425, 81, 27.00
2426, 89, 29.67
2427, 91, 30.33
2428, 89, 29.67
2429, 87, 29.00
2430, 89, 29.67
2431, 89, 29.67
2432, 87, 29.00
2433, 87, 29.00
2434, 87, 29.00
2435, 83, 27.67
2436, 83, 27.67
2437, 85, 28.33
2438, 89, 29.67
2439, 87, 29.00
2440, 83, 27.67
2441, 88, 29.33
2442, 88, 29.33
2443, 86, 28.67
2444, 84, 28.00
2445, 82, 27.33
2446, 86, 28.67
2447, 86, 28.67
2448, 86, 28.67
2449, 88, 29.33
2450, 83, 27.67
2451, 81, 27.00
2452, 83, 27.67
2453, 83, 27.67
2454, 83, 27.67
2455, 85, 28.33
2456, 85, 28.33
2457, 85, 28.33
2458, 87, 29.00
2459, 112, 37.33
2460, 86, 28.67
2461, 85, 28.33
2462, 81, 27.00
2463, 79, 26.33
2464, 81, 27.00
2465, 81, 27.00
2466, 83, 27.67
2467, 81, 27.00
2468, 83, 27.67
2469, 83, 27.67
2470, 85, 28.33
2471, 85, 28.33
2472, 87, 29.00
2473, 81, 27.00
2474, 81, 27.00
2475, 83, 27.67
2476, 85, 28.33
2477, 83, 27.67
2478, 84, 28.00
2479, 86, 28.67
2480, 84, 28.00
2481, 82, 27.33
2482, 84, 28.00
2483, 82, 27.33
2484, 84, 28.00
2485, 84, 28.00
2486, 86, 28.67
2487, 81, 27.00
2488, 81, 27.00
2489, 79, 26.33
2490, 89, 29.67
2491, 87, 29.00
2492, 83, 27.67
2493, 83, 27.67
2494, 83, 27.67
2495, 83, 27.67
2496, 81, 27.00
2497, 87, 29.00
2498, 81, 27.00
2499, 81, 27.00
2500, 83, 27.67
2501, 85, 28.33
2502, 83, 27.67
2503, 82, 27.33
2504, 86, 28.67
2505, 86, 28.67
2506, 86, 28.67
2507, 84, 28.00
2508, 82, 27.33
2509, 82, 27.33
2510, 82, 27.33
2511, 86, 28.67
2512, 81, 27.00
2513, 81, 27.00
2514, 87, 29.00
2515, 89, 29.67
2516, 87, 29.00
2517, 83, 27.67
2518, 83, 27.67
2519, 83, 27.67
2520, 85, 28.33
2521, 85, 28.33
2522, 87, 29.00
2523, 81, 27.00
2524, 81, 27.00
2525, 83, 27.67
2526, 85, 28.33
2527, 83, 27.67
2528, 84, 28.00
2529, 82, 27.33
2530, 86, 28.67
2531, 86, 28.67
2532, 84, 28.00
2533, 82, 27.33
2534, 80, 26.67
2535, 86, 28.67
2536, 81, 27.00
2537, 81, 27.00
2538, 79, 26.33
2539, 83, 27.67
2540, 83, 27.67
2541, 81, 27.00
2542, 83, 27.67
2543, 83, 27.67
2544, 85, 28.33
2545, 83, 27.67
2546, 81, 27.00
2547, 81, 27.00
2548, 87, 29.00
2549, 87, 29.00
2550, 83, 27.67
2551, 81, 27.00
2552, 88, 29.33
2553, 82, 27.33
2554, 86, 28.67
2555, 86, 28.67
2556, 82, 27.33
2557, 80, 26.67
2558, 86, 28.67
2559, 85, 28.33
2560, 85, 28.33
2561, 85, 28.33
2562, 83, 27.67
2563, 81, 27.00
2564, 83, 27.67
2565, 81, 27.00
2566, 83, 27.67
2567, 83, 27.67
2568, 85, 28.33
2569, 85, 28.33
2570, 81, 27.00
2571, 81, 27.00
2572, 81, 27.00
2573, 83, 27.67
2574, 85, 28.33
2575, 83, 27.67
2576, 84, 28.00
2577, 82, 27.33
2578, 86, 28.67
2579, 86, 28.67
2580, 80, 26.67
2581, 84, 28.00
2582, 84, 28.00
2583, 86, 28.67
2584, 81, 27.00
2585, 81, 27.00
2586, 79, 26.33
2587, 89, 29.67
2588, 85, 28.33
2589, 81, 27.00
2590, 83, 27.67
2591, 85, 28.33
2592, 83, 27.67
2593, 83, 27.67
2594, 81, 27.00
2595, 87, 29.00
2596, 83, 27.67
2597, 85, 28.33
2598, 83, 27.67
2599, 84, 28.00
2600, 82, 27.33
2601, 86, 28.67
2602, 86, 28.67
2603, 86, 28.67
2604, 82, 27.33
2605, 80, 26.67
2606, 86, 28.67
2607, 81, 27.00
2608, 81, 27.00
2609, 87, 29.00
2610, 89, 29.67
2611, 87, 29.00
2612, 83, 27.67
2613, 83, 27.67
2614, 83, 27.67
2615, 85, 28.33
2616, 83, 27.67
2617, 81, 27.00
2618, 87, 29.00
2619, 107, 35.67
